"p","subject_id","treatment_id","scenarios","choice","endowment","A"
15276,"2020Bas115_1a_aida08","2020Bas115_1a",7,5,10,0
15277,"2020Bas115_1a_aida08","2020Bas115_1a",8,5,10,0
15278,"2020Bas115_1a_aida08","2020Bas115_1a",9,5,10,0
15279,"2020Bas115_1a_aida08","2020Bas115_1a",10,5,10,0
15280,"2020Bas115_1a_aimo13","2020Bas115_1a",0,5,10,0
15281,"2020Bas115_1a_aimo13","2020Bas115_1a",1,5,10,0
15282,"2020Bas115_1a_aimo13","2020Bas115_1a",2,5,10,0
15283,"2020Bas115_1a_aimo13","2020Bas115_1a",3,5,10,0
15284,"2020Bas115_1a_aimo13","2020Bas115_1a",4,5,10,0
15285,"2020Bas115_1a_aimo13","2020Bas115_1a",5,5,10,1
15286,"2020Bas115_1a_aimo13","2020Bas115_1a",6,5,10,0
15287,"2020Bas115_1a_aimo13","2020Bas115_1a",7,5,10,0
15288,"2020Bas115_1a_aimo13","2020Bas115_1a",8,5,10,0
15289,"2020Bas115_1a_aimo13","2020Bas115_1a",9,5,10,0
15290,"2020Bas115_1a_aimo13","2020Bas115_1a",10,5,10,0
15291,"2020Bas115_1a_akja06","2020Bas115_1a",0,5,10,0
15292,"2020Bas115_1a_akja06","2020Bas115_1a",1,5,10,0
15293,"2020Bas115_1a_akja06","2020Bas115_1a",2,5,10,0
15294,"2020Bas115_1a_akja06","2020Bas115_1a",3,5,10,0
15295,"2020Bas115_1a_akja06","2020Bas115_1a",4,5,10,0
15296,"2020Bas115_1a_akja06","2020Bas115_1a",5,5,10,1
15297,"2020Bas115_1a_akja06","2020Bas115_1a",6,5,10,0
15298,"2020Bas115_1a_akja06","2020Bas115_1a",7,5,10,0
15299,"2020Bas115_1a_akja06","2020Bas115_1a",8,5,10,0
15300,"2020Bas115_1a_akja06","2020Bas115_1a",9,5,10,0
15301,"2020Bas115_1a_akja06","2020Bas115_1a",10,5,10,0
15302,"2020Bas115_1a_akmo15","2020Bas115_1a",0,5,10,0
15303,"2020Bas115_1a_akmo15","2020Bas115_1a",1,5,10,0
15304,"2020Bas115_1a_akmo15","2020Bas115_1a",2,5,10,0
15305,"2020Bas115_1a_akmo15","2020Bas115_1a",3,5,10,0
15306,"2020Bas115_1a_akmo15","2020Bas115_1a",4,5,10,0
15307,"2020Bas115_1a_akmo15","2020Bas115_1a",5,5,10,1
15308,"2020Bas115_1a_akmo15","2020Bas115_1a",6,5,10,0
15309,"2020Bas115_1a_akmo15","2020Bas115_1a",7,5,10,0
15310,"2020Bas115_1a_akmo15","2020Bas115_1a",8,5,10,0
15311,"2020Bas115_1a_akmo15","2020Bas115_1a",9,5,10,0
15312,"2020Bas115_1a_akmo15","2020Bas115_1a",10,5,10,0
15313,"2020Bas115_1a_akno23","2020Bas115_1a",0,0,10,1
15314,"2020Bas115_1a_akno23","2020Bas115_1a",1,0,10,0
15315,"2020Bas115_1a_akno23","2020Bas115_1a",2,0,10,0
15316,"2020Bas115_1a_akno23","2020Bas115_1a",3,0,10,0
15317,"2020Bas115_1a_akno23","2020Bas115_1a",4,0,10,0
15318,"2020Bas115_1a_akno23","2020Bas115_1a",5,0,10,0
15319,"2020Bas115_1a_akno23","2020Bas115_1a",6,0,10,0
15320,"2020Bas115_1a_akno23","2020Bas115_1a",7,0,10,0
15321,"2020Bas115_1a_akno23","2020Bas115_1a",8,0,10,0
15322,"2020Bas115_1a_akno23","2020Bas115_1a",9,0,10,0
15323,"2020Bas115_1a_akno23","2020Bas115_1a",10,0,10,0
15324,"2020Bas115_1a_amra13","2020Bas115_1a",0,5,10,0
15325,"2020Bas115_1a_amra13","2020Bas115_1a",1,5,10,0
15326,"2020Bas115_1a_amra13","2020Bas115_1a",2,5,10,0
15327,"2020Bas115_1a_amra13","2020Bas115_1a",3,5,10,0
15328,"2020Bas115_1a_amra13","2020Bas115_1a",4,5,10,0
15329,"2020Bas115_1a_amra13","2020Bas115_1a",5,5,10,1
15330,"2020Bas115_1a_amra13","2020Bas115_1a",6,5,10,0
15331,"2020Bas115_1a_amra13","2020Bas115_1a",7,5,10,0
15332,"2020Bas115_1a_amra13","2020Bas115_1a",8,5,10,0
15333,"2020Bas115_1a_amra13","2020Bas115_1a",9,5,10,0
15334,"2020Bas115_1a_amra13","2020Bas115_1a",10,5,10,0
15335,"2020Bas115_1a_amtu29","2020Bas115_1a",0,5,10,0
15336,"2020Bas115_1a_amtu29","2020Bas115_1a",1,5,10,0
15337,"2020Bas115_1a_amtu29","2020Bas115_1a",2,5,10,0
15338,"2020Bas115_1a_amtu29","2020Bas115_1a",3,5,10,0
15339,"2020Bas115_1a_amtu29","2020Bas115_1a",4,5,10,0
15340,"2020Bas115_1a_amtu29","2020Bas115_1a",5,5,10,1
15341,"2020Bas115_1a_amtu29","2020Bas115_1a",6,5,10,0
15342,"2020Bas115_1a_amtu29","2020Bas115_1a",7,5,10,0
15343,"2020Bas115_1a_amtu29","2020Bas115_1a",8,5,10,0
15344,"2020Bas115_1a_amtu29","2020Bas115_1a",9,5,10,0
15345,"2020Bas115_1a_amtu29","2020Bas115_1a",10,5,10,0
15346,"2020Bas115_1a_amwa20","2020Bas115_1a",0,5,10,0
15347,"2020Bas115_1a_amwa20","2020Bas115_1a",1,5,10,0
15348,"2020Bas115_1a_amwa20","2020Bas115_1a",2,5,10,0
15349,"2020Bas115_1a_amwa20","2020Bas115_1a",3,5,10,0
15350,"2020Bas115_1a_amwa20","2020Bas115_1a",4,5,10,0
15351,"2020Bas115_1a_amwa20","2020Bas115_1a",5,5,10,1
15352,"2020Bas115_1a_amwa20","2020Bas115_1a",6,5,10,0
15353,"2020Bas115_1a_amwa20","2020Bas115_1a",7,5,10,0
15354,"2020Bas115_1a_amwa20","2020Bas115_1a",8,5,10,0
15355,"2020Bas115_1a_amwa20","2020Bas115_1a",9,5,10,0
15356,"2020Bas115_1a_amwa20","2020Bas115_1a",10,5,10,0
15357,"2020Bas115_1a_amwu22","2020Bas115_1a",0,4,10,0
15358,"2020Bas115_1a_amwu22","2020Bas115_1a",1,4,10,0
15359,"2020Bas115_1a_amwu22","2020Bas115_1a",2,4,10,0
15360,"2020Bas115_1a_amwu22","2020Bas115_1a",3,4,10,0
15361,"2020Bas115_1a_amwu22","2020Bas115_1a",4,4,10,1
15362,"2020Bas115_1a_amwu22","2020Bas115_1a",5,4,10,0
15363,"2020Bas115_1a_amwu22","2020Bas115_1a",6,4,10,0
15364,"2020Bas115_1a_amwu22","2020Bas115_1a",7,4,10,0
15365,"2020Bas115_1a_amwu22","2020Bas115_1a",8,4,10,0
15366,"2020Bas115_1a_amwu22","2020Bas115_1a",9,4,10,0
15367,"2020Bas115_1a_amwu22","2020Bas115_1a",10,4,10,0
15368,"2020Bas115_1a_aodi09","2020Bas115_1a",0,5,10,0
15369,"2020Bas115_1a_aodi09","2020Bas115_1a",1,5,10,0
15370,"2020Bas115_1a_aodi09","2020Bas115_1a",2,5,10,0
15371,"2020Bas115_1a_aodi09","2020Bas115_1a",3,5,10,0
15372,"2020Bas115_1a_aodi09","2020Bas115_1a",4,5,10,0
15373,"2020Bas115_1a_aodi09","2020Bas115_1a",5,5,10,1
15374,"2020Bas115_1a_aodi09","2020Bas115_1a",6,5,10,0
15375,"2020Bas115_1a_aodi09","2020Bas115_1a",7,5,10,0
15376,"2020Bas115_1a_aodi09","2020Bas115_1a",8,5,10,0
15377,"2020Bas115_1a_aodi09","2020Bas115_1a",9,5,10,0
15378,"2020Bas115_1a_aodi09","2020Bas115_1a",10,5,10,0
15379,"2020Bas115_1a_apfo19","2020Bas115_1a",0,5,10,0
15380,"2020Bas115_1a_apfo19","2020Bas115_1a",1,5,10,0
15381,"2020Bas115_1a_apfo19","2020Bas115_1a",2,5,10,0
15382,"2020Bas115_1a_apfo19","2020Bas115_1a",3,5,10,0
15383,"2020Bas115_1a_apfo19","2020Bas115_1a",4,5,10,0
15384,"2020Bas115_1a_apfo19","2020Bas115_1a",5,5,10,1
15385,"2020Bas115_1a_apfo19","2020Bas115_1a",6,5,10,0
15386,"2020Bas115_1a_apfo19","2020Bas115_1a",7,5,10,0
15387,"2020Bas115_1a_apfo19","2020Bas115_1a",8,5,10,0
15388,"2020Bas115_1a_apfo19","2020Bas115_1a",9,5,10,0
15389,"2020Bas115_1a_apfo19","2020Bas115_1a",10,5,10,0
15390,"2020Bas115_1a_asdu12","2020Bas115_1a",0,5,10,0
15391,"2020Bas115_1a_asdu12","2020Bas115_1a",1,5,10,0
15392,"2020Bas115_1a_asdu12","2020Bas115_1a",2,5,10,0
15393,"2020Bas115_1a_asdu12","2020Bas115_1a",3,5,10,0
15394,"2020Bas115_1a_asdu12","2020Bas115_1a",4,5,10,0
15395,"2020Bas115_1a_asdu12","2020Bas115_1a",5,5,10,1
15396,"2020Bas115_1a_asdu12","2020Bas115_1a",6,5,10,0
15397,"2020Bas115_1a_asdu12","2020Bas115_1a",7,5,10,0
15398,"2020Bas115_1a_asdu12","2020Bas115_1a",8,5,10,0
15399,"2020Bas115_1a_asdu12","2020Bas115_1a",9,5,10,0
15400,"2020Bas115_1a_asdu12","2020Bas115_1a",10,5,10,0
15401,"2020Bas115_1a_ashe14","2020Bas115_1a",0,5,10,0
15402,"2020Bas115_1a_ashe14","2020Bas115_1a",1,5,10,0
15403,"2020Bas115_1a_ashe14","2020Bas115_1a",2,5,10,0
15404,"2020Bas115_1a_ashe14","2020Bas115_1a",3,5,10,0
15405,"2020Bas115_1a_ashe14","2020Bas115_1a",4,5,10,0
15406,"2020Bas115_1a_ashe14","2020Bas115_1a",5,5,10,1
15407,"2020Bas115_1a_ashe14","2020Bas115_1a",6,5,10,0
15408,"2020Bas115_1a_ashe14","2020Bas115_1a",7,5,10,0
15409,"2020Bas115_1a_ashe14","2020Bas115_1a",8,5,10,0
15410,"2020Bas115_1a_ashe14","2020Bas115_1a",9,5,10,0
15411,"2020Bas115_1a_ashe14","2020Bas115_1a",10,5,10,0
15412,"2020Bas115_1a_asit10","2020Bas115_1a",0,5,10,0
15413,"2020Bas115_1a_asit10","2020Bas115_1a",1,5,10,0
15414,"2020Bas115_1a_asit10","2020Bas115_1a",2,5,10,0
15415,"2020Bas115_1a_asit10","2020Bas115_1a",3,5,10,0
15416,"2020Bas115_1a_asit10","2020Bas115_1a",4,5,10,0
15417,"2020Bas115_1a_asit10","2020Bas115_1a",5,5,10,1
15418,"2020Bas115_1a_asit10","2020Bas115_1a",6,5,10,0
15419,"2020Bas115_1a_asit10","2020Bas115_1a",7,5,10,0
15420,"2020Bas115_1a_asit10","2020Bas115_1a",8,5,10,0
15421,"2020Bas115_1a_asit10","2020Bas115_1a",9,5,10,0
15422,"2020Bas115_1a_asit10","2020Bas115_1a",10,5,10,0
15423,"2020Bas115_1a_asko17","2020Bas115_1a",0,3,10,0
15424,"2020Bas115_1a_asko17","2020Bas115_1a",1,3,10,0
15425,"2020Bas115_1a_asko17","2020Bas115_1a",2,3,10,0
15426,"2020Bas115_1a_asko17","2020Bas115_1a",3,3,10,1
15427,"2020Bas115_1a_asko17","2020Bas115_1a",4,3,10,0
15428,"2020Bas115_1a_asko17","2020Bas115_1a",5,3,10,0
15429,"2020Bas115_1a_asko17","2020Bas115_1a",6,3,10,0
15430,"2020Bas115_1a_asko17","2020Bas115_1a",7,3,10,0
15431,"2020Bas115_1a_asko17","2020Bas115_1a",8,3,10,0
15432,"2020Bas115_1a_asko17","2020Bas115_1a",9,3,10,0
15433,"2020Bas115_1a_asko17","2020Bas115_1a",10,3,10,0
15434,"2020Bas115_1a_asko29","2020Bas115_1a",0,5,10,0
15435,"2020Bas115_1a_asko29","2020Bas115_1a",1,5,10,0
15436,"2020Bas115_1a_asko29","2020Bas115_1a",2,5,10,0
15437,"2020Bas115_1a_asko29","2020Bas115_1a",3,5,10,0
15438,"2020Bas115_1a_asko29","2020Bas115_1a",4,5,10,0
15439,"2020Bas115_1a_asko29","2020Bas115_1a",5,5,10,1
15440,"2020Bas115_1a_asko29","2020Bas115_1a",6,5,10,0
15441,"2020Bas115_1a_asko29","2020Bas115_1a",7,5,10,0
15442,"2020Bas115_1a_asko29","2020Bas115_1a",8,5,10,0
15443,"2020Bas115_1a_asko29","2020Bas115_1a",9,5,10,0
15444,"2020Bas115_1a_asko29","2020Bas115_1a",10,5,10,0
15445,"2020Bas115_1a_atbu30","2020Bas115_1a",0,5,10,0
15446,"2020Bas115_1a_atbu30","2020Bas115_1a",1,5,10,0
15447,"2020Bas115_1a_atbu30","2020Bas115_1a",2,5,10,0
15448,"2020Bas115_1a_atbu30","2020Bas115_1a",3,5,10,0
15449,"2020Bas115_1a_atbu30","2020Bas115_1a",4,5,10,0
15450,"2020Bas115_1a_atbu30","2020Bas115_1a",5,5,10,1
15451,"2020Bas115_1a_atbu30","2020Bas115_1a",6,5,10,0
15452,"2020Bas115_1a_atbu30","2020Bas115_1a",7,5,10,0
15453,"2020Bas115_1a_atbu30","2020Bas115_1a",8,5,10,0
15454,"2020Bas115_1a_atbu30","2020Bas115_1a",9,5,10,0
15455,"2020Bas115_1a_atbu30","2020Bas115_1a",10,5,10,0
15456,"2020Bas115_1a_atkr26","2020Bas115_1a",0,5,10,0
15457,"2020Bas115_1a_atkr26","2020Bas115_1a",1,5,10,0
15458,"2020Bas115_1a_atkr26","2020Bas115_1a",2,5,10,0
15459,"2020Bas115_1a_atkr26","2020Bas115_1a",3,5,10,0
15460,"2020Bas115_1a_atkr26","2020Bas115_1a",4,5,10,0
15461,"2020Bas115_1a_atkr26","2020Bas115_1a",5,5,10,1
15462,"2020Bas115_1a_atkr26","2020Bas115_1a",6,5,10,0
15463,"2020Bas115_1a_atkr26","2020Bas115_1a",7,5,10,0
15464,"2020Bas115_1a_atkr26","2020Bas115_1a",8,5,10,0
15465,"2020Bas115_1a_atkr26","2020Bas115_1a",9,5,10,0
15466,"2020Bas115_1a_atkr26","2020Bas115_1a",10,5,10,0
15467,"2020Bas115_1a_atra26","2020Bas115_1a",0,4,10,0
15468,"2020Bas115_1a_atra26","2020Bas115_1a",1,4,10,0
15469,"2020Bas115_1a_atra26","2020Bas115_1a",2,4,10,0
15470,"2020Bas115_1a_atra26","2020Bas115_1a",3,4,10,0
15471,"2020Bas115_1a_atra26","2020Bas115_1a",4,4,10,1
15472,"2020Bas115_1a_atra26","2020Bas115_1a",5,4,10,0
15473,"2020Bas115_1a_atra26","2020Bas115_1a",6,4,10,0
15474,"2020Bas115_1a_atra26","2020Bas115_1a",7,4,10,0
15475,"2020Bas115_1a_atra26","2020Bas115_1a",8,4,10,0
15476,"2020Bas115_1a_atra26","2020Bas115_1a",9,4,10,0
15477,"2020Bas115_1a_atra26","2020Bas115_1a",10,4,10,0
15478,"2020Bas115_1a_avna11","2020Bas115_1a",0,0,10,1
15479,"2020Bas115_1a_avna11","2020Bas115_1a",1,0,10,0
15480,"2020Bas115_1a_avna11","2020Bas115_1a",2,0,10,0
15481,"2020Bas115_1a_avna11","2020Bas115_1a",3,0,10,0
15482,"2020Bas115_1a_avna11","2020Bas115_1a",4,0,10,0
15483,"2020Bas115_1a_avna11","2020Bas115_1a",5,0,10,0
15484,"2020Bas115_1a_avna11","2020Bas115_1a",6,0,10,0
15485,"2020Bas115_1a_avna11","2020Bas115_1a",7,0,10,0
15486,"2020Bas115_1a_avna11","2020Bas115_1a",8,0,10,0
15487,"2020Bas115_1a_avna11","2020Bas115_1a",9,0,10,0
15488,"2020Bas115_1a_avna11","2020Bas115_1a",10,0,10,0
15489,"2020Bas115_1a_azmo30","2020Bas115_1a",0,5,10,0
15490,"2020Bas115_1a_azmo30","2020Bas115_1a",1,5,10,0
15491,"2020Bas115_1a_azmo30","2020Bas115_1a",2,5,10,0
15492,"2020Bas115_1a_azmo30","2020Bas115_1a",3,5,10,0
15493,"2020Bas115_1a_azmo30","2020Bas115_1a",4,5,10,0
15494,"2020Bas115_1a_azmo30","2020Bas115_1a",5,5,10,1
15495,"2020Bas115_1a_azmo30","2020Bas115_1a",6,5,10,0
15496,"2020Bas115_1a_azmo30","2020Bas115_1a",7,5,10,0
15497,"2020Bas115_1a_azmo30","2020Bas115_1a",8,5,10,0
15498,"2020Bas115_1a_azmo30","2020Bas115_1a",9,5,10,0
15499,"2020Bas115_1a_azmo30","2020Bas115_1a",10,5,10,0
15500,"2020Bas115_1a_eamo23","2020Bas115_1a",0,3,10,0
15501,"2020Bas115_1a_eamo23","2020Bas115_1a",1,3,10,0
15502,"2020Bas115_1a_eamo23","2020Bas115_1a",2,3,10,0
15503,"2020Bas115_1a_eamo23","2020Bas115_1a",3,3,10,1
15504,"2020Bas115_1a_eamo23","2020Bas115_1a",4,3,10,0
15505,"2020Bas115_1a_eamo23","2020Bas115_1a",5,3,10,0
15506,"2020Bas115_1a_eamo23","2020Bas115_1a",6,3,10,0
15507,"2020Bas115_1a_eamo23","2020Bas115_1a",7,3,10,0
15508,"2020Bas115_1a_eamo23","2020Bas115_1a",8,3,10,0
15509,"2020Bas115_1a_eamo23","2020Bas115_1a",9,3,10,0
15510,"2020Bas115_1a_eamo23","2020Bas115_1a",10,3,10,0
15511,"2020Bas115_1a_eato23","2020Bas115_1a",0,5,10,0
15512,"2020Bas115_1a_eato23","2020Bas115_1a",1,5,10,0
15513,"2020Bas115_1a_eato23","2020Bas115_1a",2,5,10,0
15514,"2020Bas115_1a_eato23","2020Bas115_1a",3,5,10,0
15515,"2020Bas115_1a_eato23","2020Bas115_1a",4,5,10,0
15516,"2020Bas115_1a_eato23","2020Bas115_1a",5,5,10,1
15517,"2020Bas115_1a_eato23","2020Bas115_1a",6,5,10,0
15518,"2020Bas115_1a_eato23","2020Bas115_1a",7,5,10,0
15519,"2020Bas115_1a_eato23","2020Bas115_1a",8,5,10,0
15520,"2020Bas115_1a_eato23","2020Bas115_1a",9,5,10,0
15521,"2020Bas115_1a_eato23","2020Bas115_1a",10,5,10,0
15522,"2020Bas115_1a_eauc13","2020Bas115_1a",0,4,10,0
15523,"2020Bas115_1a_eauc13","2020Bas115_1a",1,4,10,0
15524,"2020Bas115_1a_eauc13","2020Bas115_1a",2,4,10,0
15525,"2020Bas115_1a_eauc13","2020Bas115_1a",3,4,10,0
15526,"2020Bas115_1a_eauc13","2020Bas115_1a",4,4,10,1
15527,"2020Bas115_1a_eauc13","2020Bas115_1a",5,4,10,0
15528,"2020Bas115_1a_eauc13","2020Bas115_1a",6,4,10,0
15529,"2020Bas115_1a_eauc13","2020Bas115_1a",7,4,10,0
15530,"2020Bas115_1a_eauc13","2020Bas115_1a",8,4,10,0
15531,"2020Bas115_1a_eauc13","2020Bas115_1a",9,4,10,0
15532,"2020Bas115_1a_eauc13","2020Bas115_1a",10,4,10,0
15533,"2020Bas115_1a_eawo06","2020Bas115_1a",0,0,10,1
15534,"2020Bas115_1a_eawo06","2020Bas115_1a",1,0,10,0
15535,"2020Bas115_1a_eawo06","2020Bas115_1a",2,0,10,0
15536,"2020Bas115_1a_eawo06","2020Bas115_1a",3,0,10,0
15537,"2020Bas115_1a_eawo06","2020Bas115_1a",4,0,10,0
15538,"2020Bas115_1a_eawo06","2020Bas115_1a",5,0,10,0
15539,"2020Bas115_1a_eawo06","2020Bas115_1a",6,0,10,0
15540,"2020Bas115_1a_eawo06","2020Bas115_1a",7,0,10,0
15541,"2020Bas115_1a_eawo06","2020Bas115_1a",8,0,10,0
15542,"2020Bas115_1a_eawo06","2020Bas115_1a",9,0,10,0
15543,"2020Bas115_1a_eawo06","2020Bas115_1a",10,0,10,0
15544,"2020Bas115_1a_eckr06","2020Bas115_1a",0,5,10,0
15545,"2020Bas115_1a_eckr06","2020Bas115_1a",1,5,10,0
15546,"2020Bas115_1a_eckr06","2020Bas115_1a",2,5,10,0
15547,"2020Bas115_1a_eckr06","2020Bas115_1a",3,5,10,0
15548,"2020Bas115_1a_eckr06","2020Bas115_1a",4,5,10,0
15549,"2020Bas115_1a_eckr06","2020Bas115_1a",5,5,10,1
15550,"2020Bas115_1a_eckr06","2020Bas115_1a",6,5,10,0
15551,"2020Bas115_1a_eckr06","2020Bas115_1a",7,5,10,0
15552,"2020Bas115_1a_eckr06","2020Bas115_1a",8,5,10,0
15553,"2020Bas115_1a_eckr06","2020Bas115_1a",9,5,10,0
15554,"2020Bas115_1a_eckr06","2020Bas115_1a",10,5,10,0
15555,"2020Bas115_1a_eeho29","2020Bas115_1a",0,5,10,0
15556,"2020Bas115_1a_eeho29","2020Bas115_1a",1,5,10,0
15557,"2020Bas115_1a_eeho29","2020Bas115_1a",2,5,10,0
15558,"2020Bas115_1a_eeho29","2020Bas115_1a",3,5,10,0
15559,"2020Bas115_1a_eeho29","2020Bas115_1a",4,5,10,0
15560,"2020Bas115_1a_eeho29","2020Bas115_1a",5,5,10,1
15561,"2020Bas115_1a_eeho29","2020Bas115_1a",6,5,10,0
15562,"2020Bas115_1a_eeho29","2020Bas115_1a",7,5,10,0
15563,"2020Bas115_1a_eeho29","2020Bas115_1a",8,5,10,0
15564,"2020Bas115_1a_eeho29","2020Bas115_1a",9,5,10,0
15565,"2020Bas115_1a_eeho29","2020Bas115_1a",10,5,10,0
15566,"2020Bas115_1a_eewa31","2020Bas115_1a",0,5,10,0
15567,"2020Bas115_1a_eewa31","2020Bas115_1a",1,5,10,0
15568,"2020Bas115_1a_eewa31","2020Bas115_1a",2,5,10,0
15569,"2020Bas115_1a_eewa31","2020Bas115_1a",3,5,10,0
15570,"2020Bas115_1a_eewa31","2020Bas115_1a",4,5,10,0
15571,"2020Bas115_1a_eewa31","2020Bas115_1a",5,5,10,1
15572,"2020Bas115_1a_eewa31","2020Bas115_1a",6,5,10,0
15573,"2020Bas115_1a_eewa31","2020Bas115_1a",7,5,10,0
15574,"2020Bas115_1a_eewa31","2020Bas115_1a",8,5,10,0
15575,"2020Bas115_1a_eewa31","2020Bas115_1a",9,5,10,0
15576,"2020Bas115_1a_eewa31","2020Bas115_1a",10,5,10,0
15577,"2020Bas115_1a_egno19","2020Bas115_1a",0,4,10,0
15578,"2020Bas115_1a_egno19","2020Bas115_1a",1,4,10,0
15579,"2020Bas115_1a_egno19","2020Bas115_1a",2,4,10,0
15580,"2020Bas115_1a_egno19","2020Bas115_1a",3,4,10,0
15581,"2020Bas115_1a_egno19","2020Bas115_1a",4,4,10,1
15582,"2020Bas115_1a_egno19","2020Bas115_1a",5,4,10,0
15583,"2020Bas115_1a_egno19","2020Bas115_1a",6,4,10,0
15584,"2020Bas115_1a_egno19","2020Bas115_1a",7,4,10,0
15585,"2020Bas115_1a_egno19","2020Bas115_1a",8,4,10,0
15586,"2020Bas115_1a_egno19","2020Bas115_1a",9,4,10,0
15587,"2020Bas115_1a_egno19","2020Bas115_1a",10,4,10,0
15588,"2020Bas115_1a_eivi27","2020Bas115_1a",0,5,10,0
15589,"2020Bas115_1a_eivi27","2020Bas115_1a",1,5,10,0
15590,"2020Bas115_1a_eivi27","2020Bas115_1a",2,5,10,0
15591,"2020Bas115_1a_eivi27","2020Bas115_1a",3,5,10,0
15592,"2020Bas115_1a_eivi27","2020Bas115_1a",4,5,10,0
15593,"2020Bas115_1a_eivi27","2020Bas115_1a",5,5,10,1
15594,"2020Bas115_1a_eivi27","2020Bas115_1a",6,5,10,0
15595,"2020Bas115_1a_eivi27","2020Bas115_1a",7,5,10,0
15596,"2020Bas115_1a_eivi27","2020Bas115_1a",8,5,10,0
15597,"2020Bas115_1a_eivi27","2020Bas115_1a",9,5,10,0
15598,"2020Bas115_1a_eivi27","2020Bas115_1a",10,5,10,0
15599,"2020Bas115_1a_ejvo27","2020Bas115_1a",0,5,10,0
15600,"2020Bas115_1a_ejvo27","2020Bas115_1a",1,5,10,0
15601,"2020Bas115_1a_ejvo27","2020Bas115_1a",2,5,10,0
15602,"2020Bas115_1a_ejvo27","2020Bas115_1a",3,5,10,0
15603,"2020Bas115_1a_ejvo27","2020Bas115_1a",4,5,10,0
15604,"2020Bas115_1a_ejvo27","2020Bas115_1a",5,5,10,1
15605,"2020Bas115_1a_ejvo27","2020Bas115_1a",6,5,10,0
15606,"2020Bas115_1a_ejvo27","2020Bas115_1a",7,5,10,0
15607,"2020Bas115_1a_ejvo27","2020Bas115_1a",8,5,10,0
15608,"2020Bas115_1a_ejvo27","2020Bas115_1a",9,5,10,0
15609,"2020Bas115_1a_ejvo27","2020Bas115_1a",10,5,10,0
15610,"2020Bas115_1a_ekfo24","2020Bas115_1a",0,4,10,0
15611,"2020Bas115_1a_ekfo24","2020Bas115_1a",1,4,10,0
15612,"2020Bas115_1a_ekfo24","2020Bas115_1a",2,4,10,0
15613,"2020Bas115_1a_ekfo24","2020Bas115_1a",3,4,10,0
15614,"2020Bas115_1a_ekfo24","2020Bas115_1a",4,4,10,1
15615,"2020Bas115_1a_ekfo24","2020Bas115_1a",5,4,10,0
15616,"2020Bas115_1a_ekfo24","2020Bas115_1a",6,4,10,0
15617,"2020Bas115_1a_ekfo24","2020Bas115_1a",7,4,10,0
15618,"2020Bas115_1a_ekfo24","2020Bas115_1a",8,4,10,0
15619,"2020Bas115_1a_ekfo24","2020Bas115_1a",9,4,10,0
15620,"2020Bas115_1a_ekfo24","2020Bas115_1a",10,4,10,0
15621,"2020Bas115_1a_ekma18","2020Bas115_1a",0,5,10,0
15622,"2020Bas115_1a_ekma18","2020Bas115_1a",1,5,10,0
15623,"2020Bas115_1a_ekma18","2020Bas115_1a",2,5,10,0
15624,"2020Bas115_1a_ekma18","2020Bas115_1a",3,5,10,0
15625,"2020Bas115_1a_ekma18","2020Bas115_1a",4,5,10,0
15626,"2020Bas115_1a_ekma18","2020Bas115_1a",5,5,10,1
15627,"2020Bas115_1a_ekma18","2020Bas115_1a",6,5,10,0
15628,"2020Bas115_1a_ekma18","2020Bas115_1a",7,5,10,0
15629,"2020Bas115_1a_ekma18","2020Bas115_1a",8,5,10,0
15630,"2020Bas115_1a_ekma18","2020Bas115_1a",9,5,10,0
15631,"2020Bas115_1a_ekma18","2020Bas115_1a",10,5,10,0
15632,"2020Bas115_1a_emgu18","2020Bas115_1a",0,0,10,1
15633,"2020Bas115_1a_emgu18","2020Bas115_1a",1,0,10,0
15634,"2020Bas115_1a_emgu18","2020Bas115_1a",2,0,10,0
15635,"2020Bas115_1a_emgu18","2020Bas115_1a",3,0,10,0
15636,"2020Bas115_1a_emgu18","2020Bas115_1a",4,0,10,0
15637,"2020Bas115_1a_emgu18","2020Bas115_1a",5,0,10,0
15638,"2020Bas115_1a_emgu18","2020Bas115_1a",6,0,10,0
15639,"2020Bas115_1a_emgu18","2020Bas115_1a",7,0,10,0
15640,"2020Bas115_1a_emgu18","2020Bas115_1a",8,0,10,0
15641,"2020Bas115_1a_emgu18","2020Bas115_1a",9,0,10,0
15642,"2020Bas115_1a_emgu18","2020Bas115_1a",10,0,10,0
15643,"2020Bas115_1a_enio31","2020Bas115_1a",0,5,10,0
15644,"2020Bas115_1a_enio31","2020Bas115_1a",1,5,10,0
15645,"2020Bas115_1a_enio31","2020Bas115_1a",2,5,10,0
15646,"2020Bas115_1a_enio31","2020Bas115_1a",3,5,10,0
15647,"2020Bas115_1a_enio31","2020Bas115_1a",4,5,10,0
15648,"2020Bas115_1a_enio31","2020Bas115_1a",5,5,10,1
15649,"2020Bas115_1a_enio31","2020Bas115_1a",6,5,10,0
15650,"2020Bas115_1a_enio31","2020Bas115_1a",7,5,10,0
15651,"2020Bas115_1a_enio31","2020Bas115_1a",8,5,10,0
15652,"2020Bas115_1a_enio31","2020Bas115_1a",9,5,10,0
15653,"2020Bas115_1a_enio31","2020Bas115_1a",10,5,10,0
15654,"2020Bas115_1a_enst06","2020Bas115_1a",0,5,10,0
15655,"2020Bas115_1a_enst06","2020Bas115_1a",1,5,10,0
