"p","subject_id","treatment_id","paper_id","scenarios","choice","endowment","A","gender","age","Design"
2831,"2020Bas115_1a_asdu12","2020Bas115_1a","2020Bas115",6,5,10,0,0,29,"Within"
2832,"2020Bas115_1a_asdu12","2020Bas115_1a","2020Bas115",7,5,10,0,0,29,"Within"
2833,"2020Bas115_1a_asdu12","2020Bas115_1a","2020Bas115",8,5,10,0,0,29,"Within"
2834,"2020Bas115_1a_asdu12","2020Bas115_1a","2020Bas115",9,5,10,0,0,29,"Within"
2835,"2020Bas115_1a_asdu12","2020Bas115_1a","2020Bas115",10,5,10,0,0,29,"Within"
2836,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",0,5,10,0,1,24,"Within"
2837,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",1,5,10,0,1,24,"Within"
2838,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",2,5,10,0,1,24,"Within"
2839,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",3,5,10,0,1,24,"Within"
2840,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",4,5,10,0,1,24,"Within"
2841,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",5,5,10,1,1,24,"Within"
2842,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",6,5,10,0,1,24,"Within"
2843,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",7,5,10,0,1,24,"Within"
2844,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",8,5,10,0,1,24,"Within"
2845,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",9,5,10,0,1,24,"Within"
2846,"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",10,5,10,0,1,24,"Within"
2847,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",0,5,10,0,0,31,"Within"
2848,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",1,5,10,0,0,31,"Within"
2849,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",2,5,10,0,0,31,"Within"
2850,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",3,5,10,0,0,31,"Within"
2851,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",4,5,10,0,0,31,"Within"
2852,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",5,5,10,1,0,31,"Within"
2853,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",6,5,10,0,0,31,"Within"
2854,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",7,5,10,0,0,31,"Within"
2855,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",8,5,10,0,0,31,"Within"
2856,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",9,5,10,0,0,31,"Within"
2857,"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",10,5,10,0,0,31,"Within"
2858,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",0,3,10,0,1,20,"Within"
2859,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",1,3,10,0,1,20,"Within"
2860,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",2,3,10,0,1,20,"Within"
2861,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",3,3,10,1,1,20,"Within"
2862,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",4,3,10,0,1,20,"Within"
2863,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",5,3,10,0,1,20,"Within"
2864,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",6,3,10,0,1,20,"Within"
2865,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",7,3,10,0,1,20,"Within"
2866,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",8,3,10,0,1,20,"Within"
2867,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",9,3,10,0,1,20,"Within"
2868,"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",10,3,10,0,1,20,"Within"
2869,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",0,5,10,0,0,24,"Within"
2870,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",1,5,10,0,0,24,"Within"
2871,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",2,5,10,0,0,24,"Within"
2872,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",3,5,10,0,0,24,"Within"
2873,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",4,5,10,0,0,24,"Within"
2874,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",5,5,10,1,0,24,"Within"
2875,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",6,5,10,0,0,24,"Within"
2876,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",7,5,10,0,0,24,"Within"
2877,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",8,5,10,0,0,24,"Within"
2878,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",9,5,10,0,0,24,"Within"
2879,"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",10,5,10,0,0,24,"Within"
2880,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",0,5,10,0,0,30,"Within"
2881,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",1,5,10,0,0,30,"Within"
2882,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",2,5,10,0,0,30,"Within"
2883,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",3,5,10,0,0,30,"Within"
2884,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",4,5,10,0,0,30,"Within"
2885,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",5,5,10,1,0,30,"Within"
2886,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",6,5,10,0,0,30,"Within"
2887,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",7,5,10,0,0,30,"Within"
2888,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",8,5,10,0,0,30,"Within"
2889,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",9,5,10,0,0,30,"Within"
2890,"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",10,5,10,0,0,30,"Within"
2891,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",0,5,10,0,1,22,"Within"
2892,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",1,5,10,0,1,22,"Within"
2893,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",2,5,10,0,1,22,"Within"
2894,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",3,5,10,0,1,22,"Within"
2895,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",4,5,10,0,1,22,"Within"
2896,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",5,5,10,1,1,22,"Within"
2897,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",6,5,10,0,1,22,"Within"
2898,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",7,5,10,0,1,22,"Within"
2899,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",8,5,10,0,1,22,"Within"
2900,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",9,5,10,0,1,22,"Within"
2901,"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",10,5,10,0,1,22,"Within"
2902,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",0,4,10,0,0,30,"Within"
2903,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",1,4,10,0,0,30,"Within"
2904,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",2,4,10,0,0,30,"Within"
2905,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",3,4,10,0,0,30,"Within"
2906,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",4,4,10,1,0,30,"Within"
2907,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",5,4,10,0,0,30,"Within"
2908,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",6,4,10,0,0,30,"Within"
2909,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",7,4,10,0,0,30,"Within"
2910,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",8,4,10,0,0,30,"Within"
2911,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",9,4,10,0,0,30,"Within"
2912,"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",10,4,10,0,0,30,"Within"
2913,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",0,0,10,1,0,30,"Within"
2914,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",1,0,10,0,0,30,"Within"
2915,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",2,0,10,0,0,30,"Within"
2916,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",3,0,10,0,0,30,"Within"
2917,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",4,0,10,0,0,30,"Within"
2918,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",5,0,10,0,0,30,"Within"
2919,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",6,0,10,0,0,30,"Within"
2920,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",7,0,10,0,0,30,"Within"
2921,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",8,0,10,0,0,30,"Within"
2922,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",9,0,10,0,0,30,"Within"
2923,"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",10,0,10,0,0,30,"Within"
2924,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",0,5,10,0,0,27,"Within"
2925,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",1,5,10,0,0,27,"Within"
2926,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",2,5,10,0,0,27,"Within"
2927,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",3,5,10,0,0,27,"Within"
2928,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",4,5,10,0,0,27,"Within"
2929,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",5,5,10,1,0,27,"Within"
2930,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",6,5,10,0,0,27,"Within"
2931,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",7,5,10,0,0,27,"Within"
2932,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",8,5,10,0,0,27,"Within"
2933,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",9,5,10,0,0,27,"Within"
2934,"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",10,5,10,0,0,27,"Within"
2935,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",0,3,10,0,0,18,"Within"
2936,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",1,3,10,0,0,18,"Within"
2937,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",2,3,10,0,0,18,"Within"
2938,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",3,3,10,1,0,18,"Within"
2939,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",4,3,10,0,0,18,"Within"
2940,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",5,3,10,0,0,18,"Within"
2941,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",6,3,10,0,0,18,"Within"
2942,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",7,3,10,0,0,18,"Within"
2943,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",8,3,10,0,0,18,"Within"
2944,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",9,3,10,0,0,18,"Within"
2945,"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",10,3,10,0,0,18,"Within"
2946,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",0,5,10,0,1,27,"Within"
2947,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",1,5,10,0,1,27,"Within"
2948,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",2,5,10,0,1,27,"Within"
2949,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",3,5,10,0,1,27,"Within"
2950,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",4,5,10,0,1,27,"Within"
2951,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",5,5,10,1,1,27,"Within"
2952,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",6,5,10,0,1,27,"Within"
2953,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",7,5,10,0,1,27,"Within"
2954,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",8,5,10,0,1,27,"Within"
2955,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",9,5,10,0,1,27,"Within"
2956,"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",10,5,10,0,1,27,"Within"
2957,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",0,4,10,0,1,22,"Within"
2958,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",1,4,10,0,1,22,"Within"
2959,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",2,4,10,0,1,22,"Within"
2960,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",3,4,10,0,1,22,"Within"
2961,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",4,4,10,1,1,22,"Within"
2962,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",5,4,10,0,1,22,"Within"
2963,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",6,4,10,0,1,22,"Within"
2964,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",7,4,10,0,1,22,"Within"
2965,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",8,4,10,0,1,22,"Within"
2966,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",9,4,10,0,1,22,"Within"
2967,"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",10,4,10,0,1,22,"Within"
2968,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",0,0,10,1,0,19,"Within"
2969,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",1,0,10,0,0,19,"Within"
2970,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",2,0,10,0,0,19,"Within"
2971,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",3,0,10,0,0,19,"Within"
2972,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",4,0,10,0,0,19,"Within"
2973,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",5,0,10,0,0,19,"Within"
2974,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",6,0,10,0,0,19,"Within"
2975,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",7,0,10,0,0,19,"Within"
2976,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",8,0,10,0,0,19,"Within"
2977,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",9,0,10,0,0,19,"Within"
2978,"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",10,0,10,0,0,19,"Within"
2979,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",0,5,10,0,1,27,"Within"
2980,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",1,5,10,0,1,27,"Within"
2981,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",2,5,10,0,1,27,"Within"
2982,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",3,5,10,0,1,27,"Within"
2983,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",4,5,10,0,1,27,"Within"
2984,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",5,5,10,1,1,27,"Within"
2985,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",6,5,10,0,1,27,"Within"
2986,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",7,5,10,0,1,27,"Within"
2987,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",8,5,10,0,1,27,"Within"
2988,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",9,5,10,0,1,27,"Within"
2989,"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",10,5,10,0,1,27,"Within"
2990,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",0,5,10,0,0,24,"Within"
2991,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",1,5,10,0,0,24,"Within"
2992,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",2,5,10,0,0,24,"Within"
2993,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",3,5,10,0,0,24,"Within"
2994,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",4,5,10,0,0,24,"Within"
2995,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",5,5,10,1,0,24,"Within"
2996,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",6,5,10,0,0,24,"Within"
2997,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",7,5,10,0,0,24,"Within"
2998,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",8,5,10,0,0,24,"Within"
2999,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",9,5,10,0,0,24,"Within"
3000,"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",10,5,10,0,0,24,"Within"
3001,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",0,5,10,0,0,30,"Within"
3002,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",1,5,10,0,0,30,"Within"
3003,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",2,5,10,0,0,30,"Within"
3004,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",3,5,10,0,0,30,"Within"
3005,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",4,5,10,0,0,30,"Within"
3006,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",5,5,10,1,0,30,"Within"
3007,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",6,5,10,0,0,30,"Within"
3008,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",7,5,10,0,0,30,"Within"
3009,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",8,5,10,0,0,30,"Within"
3010,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",9,5,10,0,0,30,"Within"
3011,"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",10,5,10,0,0,30,"Within"
3012,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",0,4,10,0,1,23,"Within"
3013,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",1,4,10,0,1,23,"Within"
3014,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",2,4,10,0,1,23,"Within"
3015,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",3,4,10,0,1,23,"Within"
3016,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",4,4,10,1,1,23,"Within"
3017,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",5,4,10,0,1,23,"Within"
3018,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",6,4,10,0,1,23,"Within"
3019,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",7,4,10,0,1,23,"Within"
3020,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",8,4,10,0,1,23,"Within"
3021,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",9,4,10,0,1,23,"Within"
3022,"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",10,4,10,0,1,23,"Within"
3023,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",0,5,10,0,1,19,"Within"
3024,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",1,5,10,0,1,19,"Within"
3025,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",2,5,10,0,1,19,"Within"
3026,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",3,5,10,0,1,19,"Within"
3027,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",4,5,10,0,1,19,"Within"
3028,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",5,5,10,1,1,19,"Within"
3029,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",6,5,10,0,1,19,"Within"
3030,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",7,5,10,0,1,19,"Within"
3031,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",8,5,10,0,1,19,"Within"
3032,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",9,5,10,0,1,19,"Within"
3033,"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",10,5,10,0,1,19,"Within"
3034,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",0,5,10,0,1,30,"Within"
3035,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",1,5,10,0,1,30,"Within"
3036,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",2,5,10,0,1,30,"Within"
3037,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",3,5,10,0,1,30,"Within"
3038,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",4,5,10,0,1,30,"Within"
3039,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",5,5,10,1,1,30,"Within"
3040,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",6,5,10,0,1,30,"Within"
3041,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",7,5,10,0,1,30,"Within"
3042,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",8,5,10,0,1,30,"Within"
3043,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",9,5,10,0,1,30,"Within"
3044,"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",10,5,10,0,1,30,"Within"
3045,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",0,4,10,0,1,25,"Within"
3046,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",1,4,10,0,1,25,"Within"
3047,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",2,4,10,0,1,25,"Within"
3048,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",3,4,10,0,1,25,"Within"
3049,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",4,4,10,1,1,25,"Within"
3050,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",5,4,10,0,1,25,"Within"
3051,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",6,4,10,0,1,25,"Within"
3052,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",7,4,10,0,1,25,"Within"
3053,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",8,4,10,0,1,25,"Within"
3054,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",9,4,10,0,1,25,"Within"
3055,"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",10,4,10,0,1,25,"Within"
3056,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",0,5,10,0,1,22,"Within"
3057,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",1,5,10,0,1,22,"Within"
3058,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",2,5,10,0,1,22,"Within"
3059,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",3,5,10,0,1,22,"Within"
3060,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",4,5,10,0,1,22,"Within"
3061,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",5,5,10,1,1,22,"Within"
3062,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",6,5,10,0,1,22,"Within"
3063,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",7,5,10,0,1,22,"Within"
3064,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",8,5,10,0,1,22,"Within"
3065,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",9,5,10,0,1,22,"Within"
3066,"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",10,5,10,0,1,22,"Within"
3067,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",0,0,10,1,1,28,"Within"
3068,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",1,0,10,0,1,28,"Within"
3069,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",2,0,10,0,1,28,"Within"
3070,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",3,0,10,0,1,28,"Within"
3071,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",4,0,10,0,1,28,"Within"
3072,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",5,0,10,0,1,28,"Within"
3073,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",6,0,10,0,1,28,"Within"
3074,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",7,0,10,0,1,28,"Within"
3075,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",8,0,10,0,1,28,"Within"
3076,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",9,0,10,0,1,28,"Within"
3077,"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",10,0,10,0,1,28,"Within"
3078,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",0,5,10,0,1,24,"Within"
3079,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",1,5,10,0,1,24,"Within"
3080,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",2,5,10,0,1,24,"Within"
3081,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",3,5,10,0,1,24,"Within"
3082,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",4,5,10,0,1,24,"Within"
3083,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",5,5,10,1,1,24,"Within"
3084,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",6,5,10,0,1,24,"Within"
3085,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",7,5,10,0,1,24,"Within"
3086,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",8,5,10,0,1,24,"Within"
3087,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",9,5,10,0,1,24,"Within"
3088,"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",10,5,10,0,1,24,"Within"
3089,"2020Bas115_1a_enst06","2020Bas115_1a","2020Bas115",0,5,10,0,1,24,"Within"
3090,"2020Bas115_1a_enst06","2020Bas115_1a","2020Bas115",1,5,10,0,1,24,"Within"
3091,"2020Bas115_1a_enst06","2020Bas115_1a","2020Bas115",2,5,10,0,1,24,"Within"
3092,"2020Bas115_1a_enst06","2020Bas115_1a","2020Bas115",3,5,10,0,1,24,"Within"
3093,"2020Bas115_1a_enst06","2020Bas115_1a","2020Bas115",4,5,10,0,1,24,"Within"
3094,"2020Bas115_1a_enst06","2020Bas115_1a","2020Bas115",5,5,10,1,1,24,"Within"
